coordinates,created_at,created_d,created_h,created_m,created_min,created_y,favorite_count,id,lang,retweet_count,source,text
,,1.0,12.0,10.0,22.0,2017.0,81016.0,914465475777695744,en,18015.0,Twitter for iPhone,"We have done a great job with the almost impossible situation in Puerto Rico. Outside of the Fake News or politically motivated ingrates,..."
,,1.0,2.0,10.0,8.0,2017.0,115285.0,914310901855129601,en,31352.0,Twitter for iPhone,"19,000 RESPECTING our National Anthem! #StandForOurAnthem🇺🇸 https://t.co/czutyGaMQV"
,,30.0,23.0,9.0,24.0,2017.0,46696.0,914269704440737792,en,7294.0,Twitter for iPhone,"In analyzing the Alabama Primary race,FAKE NEWS always fails to mention that the candidate I endorsed went up MANY points after endorsement!"
,,30.0,22.0,9.0,46.0,2017.0,92359.0,914260261304860672,en,31723.0,Media Studio,"Because of #FakeNews my people are not getting the credit they deserve for doing a great job. As seen here, they ar… https://t.co/11L5rePtWp"
,,30.0,22.0,9.0,26.0,2017.0,123456.0,914255264282480640,en,26904.0,Twitter for iPhone,"Very important that NFL players STAND tomorrow, and always, for the playing of our National Anthem. Respect our Flag and our Country!"
,,30.0,22.0,9.0,15.0,2017.0,66315.0,914252271982178306,en,12899.0,Twitter for iPhone,I will be in PR on Tues. to further ensure we continue doing everything possible to assist &amp; support the people in their time of great need.
,,30.0,20.0,9.0,37.0,2017.0,76307.0,914227642131509248,en,17350.0,Twitter for iPhone,Results of recovery efforts will speak much louder than complaints by San Juan Mayor. Doing everything we can to help great people of PR!
,,30.0,19.0,9.0,57.0,2017.0,66879.0,914217658517737472,en,13729.0,Twitter for iPhone,We must all be united in offering assistance to everyone suffering in Puerto Rico and elsewhere in the wake of this terrible disaster.
,,30.0,19.0,9.0,56.0,2017.0,35557.0,914217477495717889,en,7726.0,Twitter for iPhone,"@ricardorossello ......#FakeNews critics are working overtime, but we're getting great marks from the people that truly matter! 
#PRStrong🇵🇷"
,,30.0,19.0,9.0,55.0,2017.0,45730.0,914217117695795201,en,9710.0,Twitter for iPhone,"My Administration, Governor @RicardoRossello, and many others are working together to help the people of Puerto Rico in every way..."
,,30.0,19.0,9.0,53.0,2017.0,62771.0,914216744385904640,en,15728.0,Twitter for iPhone,"To the people of Puerto Rico:
Do not believe the #FakeNews!
#PRStrong🇵🇷"
,,30.0,19.0,9.0,43.0,2017.0,61697.0,914214237584674816,en,12758.0,Twitter for iPhone,Congresswoman Jennifer Gonzalez-Colon of Puerto Rico has been wonderful to deal with and a great representative of the people. Thank you!
,,30.0,19.0,9.0,30.0,2017.0,59972.0,914210813237489666,en,13261.0,Twitter for iPhone,Just spoke to Governor Kenneth Mapp of the U.S. Virgin Islands who stated that #FEMA and Military are doing a GREAT job! Thank you Governor!
,,30.0,19.0,9.0,19.0,2017.0,65742.0,914208123564494850,en,13852.0,Twitter for iPhone,"The Governor of Puerto Rico, Ricardo Rossello, is a great guy and leader who is really working hard. Thank you Ricky!"
,,30.0,18.0,9.0,4.0,2017.0,76073.0,914189344533024768,en,16648.0,Twitter for iPhone,"Despite the Fake News Media in conjunction with the Dems, an amazing job is being done in Puerto Rico. Great people!"
,,30.0,12.0,9.0,7.0,2017.0,90138.0,914099295963553792,en,24255.0,Twitter for iPhone,The Fake News Networks are working overtime in Puerto Rico doing their best to take the spirit away from our soldiers and first R's. Shame!
,,30.0,11.0,9.0,55.0,2017.0,68279.0,914096428879933440,en,13612.0,Twitter for iPhone,I will be going to Puerto Rico on Tuesday with Melania. Will hopefully be able to stop at the U.S. Virgin Islands (people working hard).
,,30.0,11.0,9.0,48.0,2017.0,79446.0,914094625488502784,en,20583.0,Twitter for iPhone,"Fake News CNN and NBC are going out of their way to disparage our great First Responders as a way to ""get Trump."" Not fair to FR or effort!"
,,30.0,11.0,9.0,41.0,2017.0,0.0,914092750924128262,en,10782.0,Twitter for iPhone,"RT @FLOTUS: Thank you to all who participated in today's discussion on opioid abuse. By talking about it, we can start to make a real diffe…"
,,30.0,11.0,9.0,40.0,2017.0,0.0,914092638403485696,en,6998.0,Twitter for iPhone,RT @DeptofDefense: VIDEO: Elements of the #DoD and @FEMA are providing humanitarian relief for #PuertoRico 🇵🇷  and #USVI 🇻🇮 . https://t.co/…
,,30.0,11.0,9.0,39.0,2017.0,0.0,914092399378526209,en,7329.0,Twitter for iPhone,"RT @usairforce: ⚡️ “#AirForce relief efforts in #PuertoRico &amp; #VirginIslands”

https://t.co/gonmsZusSe"
,,30.0,11.0,9.0,35.0,2017.0,0.0,914091203855048704,en,8608.0,Twitter for iPhone,"RT @USCGSoutheast: .@USCG crews worked together with the @RedCross, @fema, and members of local #police, #fire and #government to distribut…"
,,30.0,11.0,9.0,33.0,2017.0,61442.0,914090947180470272,en,13481.0,Twitter for iPhone,"The military and first responders, despite no electric, roads, phones etc., have done an amazing job. Puerto Rico was totally destroyed."
,,30.0,11.0,9.0,29.0,2017.0,68134.0,914089888596754434,en,15352.0,Twitter for iPhone,"...want everything to be done for them when it should be a community effort. 10,000 Federal workers now on Island doing a fantastic job."
,,30.0,11.0,9.0,26.0,2017.0,55611.0,914089003745468417,en,15104.0,Twitter for iPhone,"...Such poor leadership ability by the Mayor of San Juan, and others in Puerto Rico, who are not able to get their workers to help. They...."
,,30.0,11.0,9.0,19.0,2017.0,69140.0,914087234869047296,en,21452.0,Twitter for iPhone,"The Mayor of San Juan, who was very complimentary only a few days ago, has now been told by the Democrats that you must be nasty to Trump."
,,30.0,1.0,9.0,33.0,2017.0,0.0,913939816236093440,en,7493.0,Twitter for iPhone,"RT @Scavino45: #USNSComfort en route to #PuertoRico, from Norfolk, Virginia to support Hurricane Maria relief efforts. 🇺🇸🇵🇷 https://t.co/HW…"
,,30.0,1.0,9.0,32.0,2017.0,0.0,913939669800202240,en,7937.0,Twitter for iPhone,"RT @Scavino45: Under POTUS' @realDonaldTrump 
☑️S&amp;P 500 38th📈Record High 
☑️NASDAQ 44th📈Record High
☑️#MakeAmericaGreatAgain🇺🇸 https://t.co…"
,,30.0,1.0,9.0,30.0,2017.0,0.0,913939062276358149,en,4907.0,Twitter for iPhone,"RT @Scavino45: ""Manufacturer Optimism Hits Record High After #TaxReform Plan Revealed"" https://t.co/RbVmEe4sqq"
,,30.0,1.0,9.0,30.0,2017.0,0.0,913938985449328641,en,5527.0,Twitter for iPhone,"RT @Scavino45: POTUS' @realDonaldTrump on Hurricane Response Efforts in #PuertoRico on Instagram, part of 9/29/17 Weekly Address.
🎥https://…"
,,30.0,1.0,9.0,29.0,2017.0,0.0,913938781434204160,en,5918.0,Twitter for iPhone,RT @EricTrump: Congratulations @SeanHannity! Looking forward to being on the show tonight at 9pmET  Hannity beats Maddow - POLITICO https:/…
,,30.0,1.0,9.0,28.0,2017.0,0.0,913938593370042368,en,2924.0,Twitter for iPhone,RT @FoxNews: TUNE IN: @EricTrump joins @seanhannity TONIGHT at 9p ET on @FoxNews Channel! #Hannityat9 https://t.co/foDzkcAKJe
,,30.0,1.0,9.0,24.0,2017.0,0.0,913937483515269120,en,5452.0,Twitter for iPhone,RT @LouDobbs: #AmericaFirst- @KellyannePolls: The Middle Class &amp; businesses will benefit from @POTUS' historic tax revolution. #Dobbs #MAGA…
,,29.0,23.0,9.0,3.0,2017.0,4421.0,913902084461916161,en,1512.0,Twitter for iPhone,@IMPDnews @POTUS THANK YOU to the amazing Indianapolis Metropolitan Police Department and all law enforcement offic… https://t.co/eulFI3CGcL
,,29.0,22.0,9.0,23.0,2017.0,28702.0,913892019847778305,en,6332.0,Media Studio,"Join me for my #WeeklyAddress🇺🇸
https://t.co/QeeKnFuHue https://t.co/NnM2jOkEs0"
,,29.0,22.0,9.0,10.0,2017.0,52499.0,913888647631577088,en,11823.0,Twitter for iPhone,"My thoughts are with all those observing Yom Kippur, the holiest day of the Jewish year. https://t.co/0LuZCZl29D"
,,29.0,20.0,9.0,2.0,2017.0,30965.0,913856413541138432,en,6362.0,Twitter for iPhone,Thank you @ShopFloorNAM. An honor to be with you today. Great news! Manufacturers report record-high economic optim… https://t.co/HtmHsey6kk
,,29.0,17.0,9.0,45.0,2017.0,49650.0,913821956625059840,en,10241.0,Media Studio,This week we came one step closer to reaching the goal of aligning the skills taught in our nation’s classrooms wit… https://t.co/vqXGxIH3Sa
,,29.0,13.0,9.0,39.0,2017.0,58940.0,913760243770896389,en,11187.0,Twitter for iPhone,RECORD HIGH FOR S &amp; P 500!
,,29.0,13.0,9.0,30.0,2017.0,71668.0,913757869627133953,en,13922.0,Twitter for iPhone,"Thank you to FEMA, our great Military &amp; all First Responders who are working so hard,against terrible odds,in Puerto Rico. See you Tuesday!"
,,29.0,11.0,9.0,18.0,2017.0,56933.0,913724766208610304,en,11201.0,Twitter for iPhone,...The fact is that Puerto Rico has been destroyed by two hurricanes. Big decisions will have to be made as to the cost of its rebuilding!
,,29.0,11.0,9.0,14.0,2017.0,66472.0,913723771336392704,en,15616.0,Twitter for iPhone,"Puerto Rico Governor Ricardo Rossello just stated: ""The Administration and the President, every time we've spoken, they've delivered......"
,,29.0,2.0,9.0,22.0,2017.0,90293.0,913589799411490817,en,21730.0,Twitter for iPhone,GDP was revised upward to 3.1 for last quarter. Many people thought it would be years before that happened. We have just begun!
,,29.0,1.0,9.0,7.0,2017.0,0.0,913570791698173952,en,14258.0,Twitter for iPhone,"RT @GOPChairwoman: The Trump Inaugural Committee is donating $3 million in surplus funds to victims of the latest hurricanes. 
https://t.co…"
,,29.0,0.0,9.0,3.0,2017.0,64487.0,913554705816711168,en,13389.0,Twitter for iPhone,"Puerto Rico is devastated. Phone system, electric grid many roads, gone. FEMA and First Responders are amazing. Governor said ""great job!"""
,,28.0,23.0,9.0,49.0,2017.0,0.0,913551290717831170,en,9773.0,Twitter for iPhone,RT @billoreilly: Hannity crushing MSNBC at 9. Good for him! Check the No Spin News on https://t.co/rryWmyXe7C. Killing England a huge bests…
,,28.0,23.0,9.0,47.0,2017.0,0.0,913550853239443457,en,9593.0,Twitter for iPhone,RT @IvankaTrump: Thank you to the amazing men and women working tirelessly to bring relief to those in need. #PuertoRico #HurricaneMaria ht…
,,28.0,23.0,9.0,45.0,2017.0,73082.0,913550237377138688,en,14064.0,Twitter for iPhone,...really hard to help but many have lost their homes. Military is now on site and I will be there Tuesday. Wish press would treat fairly!
,,28.0,23.0,9.0,41.0,2017.0,54112.0,913549374227181568,en,10888.0,Twitter for iPhone,FEMA &amp; First Responders are doing a GREAT job in Puerto Rico. Massive food &amp; water delivered. Docks &amp; electric grid dead. Locals trying....
,,28.0,19.0,9.0,39.0,2017.0,65547.0,913488283321159680,en,14196.0,Media Studio,"Welcome back @SteveScalise!
#TeamScalise https://t.co/CoRed8rfL2"
,,28.0,14.0,9.0,1.0,2017.0,85499.0,913403237033742336,en,17736.0,Twitter for iPhone,The electric power grid in Puerto Rico is totally shot. Large numbers of generators are now on Island. Food and water on site.
,,28.0,11.0,9.0,55.0,2017.0,78059.0,913371663789625344,en,17489.0,Twitter for iPhone,Democrats don't want massive tax cuts - how does that win elections? Great reviews for Tax Cut and Reform Bill.
,,28.0,1.0,9.0,55.0,2017.0,75101.0,913220484640182272,en,17520.0,Twitter for iPhone,"It is time to take care of OUR people, to rebuild OUR NATION, and to fight for OUR GREAT AMERICAN WORKERS!… https://t.co/zDg8mWaDgY"
,,27.0,23.0,9.0,42.0,2017.0,60915.0,913187235452690432,en,14732.0,Media Studio,"This is the right TAX CUT @ the RIGHT TIME. We will ALL succeed &amp; grow TOGETHER – as one team, one people, &amp; one Am… https://t.co/utQVW8IeUz"
,,27.0,19.0,9.0,7.0,2017.0,58380.0,913117797231857664,en,10712.0,Twitter for iPhone,"Just arrived in Indianapolis, Indiana to make an announcement on #TaxReform! Together, we are going to MAKE AMERICA… https://t.co/JTynVE1err"
,,27.0,13.0,9.0,41.0,2017.0,95154.0,913035855509491712,en,18579.0,Twitter for iPhone,..But the people were Pro-Trump! Virtually no President has accomplished what we have accomplished in the first 9 months-and economy roaring
,,27.0,13.0,9.0,36.0,2017.0,66012.0,913034591879024640,en,16210.0,Twitter for iPhone,"Facebook was always anti-Trump.The Networks were always anti-Trump hence,Fake News, @nytimes(apologized) &amp; @WaPo were anti-Trump. Collusion?"
,,27.0,11.0,9.0,36.0,2017.0,63793.0,913004378486984704,en,13130.0,Twitter for iPhone,"We will have the votes for Healthcare but not for the reconciliation deadline of Friday, after which we need 60. Get rid of Filibuster Rule!"
,,27.0,11.0,9.0,32.0,2017.0,53915.0,913003340451188737,en,9980.0,Twitter for iPhone,"With one Yes vote in hospital &amp; very positive signs from Alaska and two others (McCain is out), we have the HCare Vote, but not for Friday!"
,,27.0,11.0,9.0,9.0,2017.0,91503.0,912997506900021248,en,17173.0,Twitter for iPhone,Spoke to Jerry Jones of the Dallas Cowboys yesterday. Jerry is a winner who knows how to get things done. Players will stand for Country!
,,27.0,10.0,9.0,56.0,2017.0,62761.0,912994446219898880,en,15051.0,Twitter for iPhone,Spoke to Roy Moore of Alabama last night for the first time. Sounds like a really great guy who ran a fantastic race. He will help to #MAGA!
,,27.0,2.0,9.0,17.0,2017.0,86886.0,912863676792786946,en,17389.0,Twitter for iPhone,"Congratulations to Roy Moore on his Republican Primary win in Alabama. Luther Strange started way back &amp; ran a good race. Roy, WIN in Dec!"
,,27.0,1.0,9.0,15.0,2017.0,144472.0,912848241535971331,en,43121.0,Twitter for iPhone,"Even Usain Bolt from Jamaica, one of the greatest runners and athletes of all time, showed RESPECT for our National… https://t.co/9qg8sjf4t8"
,,27.0,0.0,9.0,30.0,2017.0,54281.0,912836917296877569,en,8624.0,Twitter for iPhone,"70 years ago today, the National Security Council met for the first time. Great history of advising Presidents-then &amp; now! Thanks NSC Staff!"
,,26.0,23.0,9.0,46.0,2017.0,33904.0,912825663694016522,en,6310.0,Twitter for iPhone,Thank you to our wonderful team @USUN and their families. Keep up the GREAT work! #USA🇺🇸 https://t.co/s7KhlSMEqY
,,26.0,22.0,9.0,43.0,2017.0,39286.0,912809860965613568,en,8446.0,Media Studio,It was an honor to welcome President @MarianoraJoy of Spain. Thank you for standing w/ us in our efforts to isolate… https://t.co/U4tIOTSjYe
,,26.0,22.0,9.0,32.0,2017.0,46542.0,912807096885723137,en,8546.0,Media Studio,I want to express our support and extend our prayers to all those affected by the vile terror attack in Spain last… https://t.co/c0tRS2IeUD
,,26.0,21.0,9.0,34.0,2017.0,46299.0,912792478096302080,en,10469.0,Media Studio,America's hearts &amp; prayers are with the people of #PuertoRico &amp; the #USVI. We will get through this - and we will g… https://t.co/5Dq1FL3Yy6
,,26.0,20.0,9.0,43.0,2017.0,43148.0,912779672257261569,en,6899.0,Twitter for iPhone,Heading over to the @UN to meet with Ambassador @NikkiHaley and all of her great representatives! #USA🇺🇸
,,26.0,20.0,9.0,11.0,2017.0,0.0,912771708544802823,en,8163.0,Twitter for iPhone,"RT @ricardorossello: Briefed @POTUS @realDonaldTrump in #SituationRoom and thanked him for his leadership, quick response &amp; commitment to o…"
,,26.0,16.0,9.0,13.0,2017.0,37600.0,912711807709667331,en,6906.0,Twitter for iPhone,Honored to welcome Republican and Democrat members of the House Ways and Means Committee to the White House today!… https://t.co/6pf8aMDyzR
,,26.0,13.0,9.0,6.0,2017.0,87852.0,912664574461120512,en,19392.0,Twitter for iPhone,The NFL has all sorts of rules and regulations. The only way out for them is to set a rule that you can't kneel during our National Anthem!
,,26.0,12.0,9.0,13.0,2017.0,66733.0,912651215997202432,en,13890.0,Twitter for iPhone,"Thank you to Carmen Yulin Cruz, the Mayor of San Juan, for your kind words on FEMA etc.We are working hard. Much food and water there/on way"
,,26.0,11.0,9.0,14.0,2017.0,49351.0,912636538156146688,en,12272.0,Twitter for iPhone,Great interview on @foxandfriends with the parents of Otto Warmbier: 1994 - 2017. Otto was tortured beyond belief by North Korea.
,,26.0,10.0,9.0,47.0,2017.0,84791.0,912629775629418501,en,15007.0,Twitter for iPhone,"But while Dallas dropped to its knees as a team, they all stood up for our National Anthem. Big progress being made-we all love our country!"
,,26.0,10.0,9.0,35.0,2017.0,111944.0,912626731357540353,en,22064.0,Twitter for iPhone,"The booing at the NFL football game last night, when the entire Dallas team dropped to its knees, was loudest I have ever heard. Great anger"
,,26.0,10.0,9.0,28.0,2017.0,89285.0,912624892239077376,en,18192.0,Twitter for iPhone,"Ratings for NFL football are way down except before game starts, when people tune in to see whether or not our country will be disrespected!"
,,26.0,1.0,9.0,24.0,2017.0,77381.0,912487929783754755,en,29763.0,Media Studio,A few of the many clips of John McCain talking about Repealing &amp; Replacing O'Care. My oh my has he changed-complete… https://t.co/ii5a6mRANz
,,26.0,0.0,9.0,58.0,2017.0,40027.0,912481556127780865,en,8174.0,Twitter for iPhone,"...owed to Wall Street and the banks which, sadly, must be dealt with. Food, water and medical are top priorities - and doing well. #FEMA"
,,26.0,0.0,9.0,50.0,2017.0,42844.0,912479500511965184,en,8955.0,Twitter for iPhone,"...It's old electrical grid, which was in terrible shape, was devastated. Much of the Island was destroyed, with billions of dollars...."
,,26.0,0.0,9.0,45.0,2017.0,57401.0,912478274508423168,en,13287.0,Twitter for iPhone,"Texas &amp; Florida are doing great but Puerto Rico, which was already suffering from broken infrastructure &amp; massive debt, is in deep trouble.."
,,25.0,22.0,9.0,29.0,2017.0,110307.0,912443924979077120,en,26458.0,Twitter for iPhone,"Tremendous backlash against the NFL and its players for disrespect of our Country.
#StandForOurAnthem🇺🇸"
,,25.0,22.0,9.0,28.0,2017.0,105697.0,912443607084404736,en,21792.0,Twitter for iPhone,General John Kelly totally agrees w/ my stance on NFL players and the fact that they should not be disrespecting our FLAG or GREAT COUNTRY!
,,25.0,22.0,9.0,26.0,2017.0,64642.0,912443217227976704,en,17052.0,Twitter for iPhone,".@CNN is #FakeNews. Just reported COS (John Kelly) was opposed to my stance on NFL players disrespecting FLAG, ANTHEM, COUNTRY. Total lie!"
,,25.0,13.0,9.0,6.0,2017.0,0.0,912302339360542720,en,21725.0,Twitter for iPhone,RT @jayMAGA45: NFLplayer PatTillman joined U.S. Army in 2002. He was killed in action 2004. He fought 4our country/freedom. #StandForOurAnt…
,,25.0,13.0,9.0,2.0,2017.0,205078.0,912301271817838593,und,73114.0,Twitter for iPhone,#StandForOurAnthem
,,25.0,11.0,9.0,44.0,2017.0,83159.0,912281550712135680,en,13908.0,Twitter for iPhone,The White House never looked more beautiful than it did returning last night. Important meetings taking place today. Big tax cuts &amp; reform.
,,25.0,11.0,9.0,39.0,2017.0,204129.0,912280282224525312,en,55135.0,Twitter for iPhone,"The issue of kneeling has nothing to do with race. It is about respect for our Country, Flag and National Anthem. NFL must respect this!"
,,25.0,11.0,9.0,31.0,2017.0,135937.0,912278438127525888,en,24178.0,Twitter for iPhone,Many people booed the players who kneeled yesterday (which was a small percentage of total). These are fans who demand respect for our Flag!
,,25.0,11.0,9.0,25.0,2017.0,171115.0,912276850793213952,en,35596.0,Twitter for iPhone,So proud of NASCAR and its supporters and fans. They won't put up with disrespecting our Country or our Flag - they said it loud and clear!
,,24.0,23.0,9.0,49.0,2017.0,97402.0,912101775221706752,en,22954.0,Twitter for iPhone,"Making America Safe is my number one priority. We will not admit those into our country we cannot safely vet.
https://t.co/KJ886okyfC"
,,24.0,22.0,9.0,25.0,2017.0,171674.0,912080538755846144,en,39538.0,Twitter for iPhone,Sports fans should never condone players that do not stand proud for their National Anthem or their Country. NFL should change policy!
,,24.0,22.0,9.0,21.0,2017.0,62579.0,912079629648883712,en,12360.0,Twitter for iPhone,"Alaska, Arizona, Maine and Kentucky are big winners in the Healthcare proposal. 7 years of Repeal &amp; Replace and some Senators not there."
,,24.0,19.0,9.0,32.0,2017.0,196524.0,912037003923005440,en,52018.0,Twitter for iPhone,Courageous Patriots have fought and died for our great American Flag --- we MUST honor and respect it!  MAKE AMERICA GREAT AGAIN!
,,24.0,19.0,9.0,14.0,2017.0,0.0,912032583466340353,en,22159.0,Twitter for iPhone,RT @DonnaWR8: @realDonaldTrump I wonder what this BRAVE American would give to stand on his OWN two legs just ONCE MORE for our #Anthem?…
,,24.0,19.0,9.0,12.0,2017.0,0.0,912032094687252485,en,21340.0,Twitter for iPhone,"RT @DonnaWR8: @realDonaldTrump You can boycott our anthem 

WE CAN BOYCOTT YOU! 

#NFL #MAGA https://t.co/ryYzZnXjXE"
,,24.0,18.0,9.0,24.0,2017.0,160066.0,912019957243883520,en,33011.0,Twitter for iPhone,Please to inform that the Champion Pittsburgh Penguins of the NHL will be joining me at the White House for Ceremony. Great team!
,,24.0,18.0,9.0,20.0,2017.0,133821.0,912018945158402049,en,27101.0,Twitter for iPhone,"Great solidarity for our National Anthem and for our Country. Standing with locked arms is good, kneeling is not acceptable. Bad ratings!"
,,24.0,11.0,9.0,13.0,2017.0,155468.0,911911385176723457,en,33154.0,Twitter for iPhone,"...NFL attendance and ratings are WAY DOWN. Boring games yes, but many stay away because they love our country. League should back U.S."
,,24.0,10.0,9.0,44.0,2017.0,177458.0,911904261553950720,en,44287.0,Twitter for iPhone,"If NFL fans refuse to go to games until players stop disrespecting our Flag &amp; Country, you will see change take place fast. Fire or suspend!"
,,24.0,3.0,9.0,8.0,2017.0,132802.0,911789314169823232,en,36412.0,Twitter for iPhone,"Just heard Foreign Minister of North Korea speak at U.N. If he echoes thoughts of Little Rocket Man, they won't be around much longer!"
,,23.0,22.0,9.0,25.0,2017.0,153884.0,911718138747727872,en,40170.0,Twitter for iPhone,Roger Goodell of NFL just put out a statement trying to justify the total disrespect certain players show to our country.Tell them to stand!
,,23.0,22.0,9.0,20.0,2017.0,103933.0,911717004222091264,en,26496.0,Twitter for iPhone,"Democrats are laughingly saying that McCain had a ""moment of courage."" Tell that to the people of Arizona who were deceived. 116% increase!"
,,23.0,21.0,9.0,59.0,2017.0,96815.0,911711539815702529,en,28331.0,Twitter for iPhone,Iran just test-fired a Ballistic Missile capable of reaching Israel.They are also working with North Korea.Not much of an agreement we have!
,,23.0,21.0,9.0,16.0,2017.0,101661.0,911700914997792769,en,18326.0,Twitter for iPhone,Very proud of our incredible First Lady (@FLOTUS.) She is a truly great representative for our country! https://t.co/yFv0WIjgby
,,23.0,18.0,9.0,18.0,2017.0,159157.0,911655987857281024,en,41229.0,Twitter for iPhone,"...our Great American Flag (or Country) and should stand for the National Anthem. If not, YOU'RE FIRED. Find something else to do!"
,,23.0,18.0,9.0,11.0,2017.0,181424.0,911654184918880260,en,46445.0,Twitter for iPhone,"If a player wants the privilege of making millions of dollars in the NFL,or other leagues, he or she should not be allowed to disrespect...."
,,23.0,12.0,9.0,45.0,2017.0,210460.0,911572182060453893,en,62842.0,Twitter for iPhone,"Going to the White House is considered a great honor for a championship team.Stephen Curry is hesitating,therefore invitation is withdrawn!"
,,23.0,11.0,9.0,17.0,2017.0,44631.0,911549980946714624,en,6936.0,Twitter for iPhone,"It was great being with Luther Strange last night in Alabama. What great people, what a crowd! Vote Luther on Tuesday."
,,23.0,11.0,9.0,13.0,2017.0,63900.0,911549099752804357,en,14725.0,Twitter for iPhone,"Alaska had a 200% plus increase in premiums under ObamaCare, worst in the country. Deductibles high, people angry! Lisa M comes through."
,,23.0,11.0,9.0,4.0,2017.0,57606.0,911546774267006976,en,10285.0,Twitter for iPhone,I know Rand Paul and I think he may find a way to get there for the good of the Party!
,,23.0,10.0,9.0,59.0,2017.0,54159.0,911545480651378689,en,10641.0,Twitter for iPhone,Large Block Grants to States is a good thing to do. Better control &amp;  management. Great for Arizona. McCain let his best friend L.G. down!
,,23.0,10.0,9.0,50.0,2017.0,65490.0,911543222731706368,en,16146.0,Twitter for iPhone,"Arizona had a 116% increase in ObamaCare premiums last year, with deductibles very high. Chuck Schumer sold John McCain a bill of goods. Sad"
,,23.0,10.0,9.0,42.0,2017.0,85879.0,911541328013676544,en,21832.0,Twitter for iPhone,"John McCain never had any intention of voting for this Bill, which his Governor loves. He campaigned on Repeal &amp; Replace. Let Arizona down!"
,,22.0,21.0,9.0,18.0,2017.0,59963.0,911338971250216960,en,8024.0,Twitter for iPhone,"Heading to Alabama now, big crowd!"
,,22.0,17.0,9.0,54.0,2017.0,77809.0,911287725847908352,en,13313.0,Twitter for iPhone,Thank you to Doug Parker and American Airlines for all of the help you have given to the U.S. with Hurricane flights. Fantastic job!
,,22.0,16.0,9.0,25.0,2017.0,39740.0,911265133279809536,und,9055.0,Twitter for iPhone,#USAatUNGA🇺🇸#UNGA https://t.co/miT2Lj7Q90
,,22.0,11.0,9.0,39.0,2017.0,45483.0,911193223921635335,en,7297.0,Twitter for iPhone,"Will be in Alabama tonight. Luther Strange has gained mightily since my endorsement, but will be very close. He loves Alabama, and so do I!"
,,22.0,11.0,9.0,26.0,2017.0,88715.0,911189860769255424,en,19226.0,Twitter for iPhone,"The greatest influence over our election was the Fake News Media ""screaming"" for Crooked Hillary Clinton. Next, she was a bad candidate!"
,,22.0,10.0,9.0,44.0,2017.0,103389.0,911179462745710593,en,26315.0,Twitter for iPhone,"The Russia hoax continues, now it's ads on Facebook. What about the totally biased and dishonest Media coverage in favor of Crooked Hillary?"
,,22.0,10.0,9.0,36.0,2017.0,0.0,911177460959662080,en,10570.0,Twitter for iPhone,"RT @DonnaWR8: .@POTUS #TRUMP🇺🇸 &amp; @FLOTUS🌺

When ALL seemed HOPELESS...YOU brought HOPE!

You INSPIRE us ALL!

#MAGA #Harvey @Scavino45 #USA…"
,,22.0,10.0,9.0,30.0,2017.0,0.0,911175977878872064,en,5348.0,Twitter for iPhone,RT @TwitterData: These are the 10 most Tweeted about world leaders during the first day of #UNGA General Debate https://t.co/HhlOlNAkDJ
,,22.0,10.0,9.0,30.0,2017.0,55583.0,911175765718421504,en,10722.0,Twitter for iPhone,Thank you! https://t.co/hlz48RLkIf
,,22.0,10.0,9.0,28.0,2017.0,128320.0,911175246853664768,en,40609.0,Twitter for iPhone,"Kim Jong Un of North Korea, who is obviously a madman who doesn't mind starving or killing his people, will be tested like never before!"
,,22.0,10.0,9.0,19.0,2017.0,60267.0,911173124976193536,en,14231.0,Twitter for iPhone,"Rand Paul, or whoever votes against Hcare Bill, will forever (future political campaigns) be known as ""the Republican who saved ObamaCare."""
,,21.0,22.0,9.0,26.0,2017.0,73458.0,910993665568526337,en,11932.0,Twitter for iPhone,A big day for the U.S. at the United Nations!
,,21.0,22.0,9.0,23.0,2017.0,43240.0,910992971620864004,en,6838.0,Twitter for iPhone,Senator Luther Strange has gone up a lot in the polls since I endorsed him a month ago. Now a close runoff. He will be great in D.C.
,,21.0,17.0,9.0,58.0,2017.0,67640.0,910926223684931585,en,17696.0,Media Studio,"Today, I announced a new Executive Order with re: to North Korea. We must all do our part to ensure the complete de… https://t.co/cPAHwPXUmA"
,,21.0,16.0,9.0,6.0,2017.0,44339.0,910898047931912192,en,8860.0,Media Studio,"It was a great privilege to meet with President Moon of South Korea.
Stay tuned! 🇺🇸🇰🇷#UNGA https://t.co/7xYDO5ddUm"
,,21.0,15.0,9.0,17.0,2017.0,30813.0,910885755320459264,en,6271.0,Twitter for iPhone,"It was wonderful to have President Petro Poroshenko of Ukraine with us in New York City today. #UNGA
🎥… https://t.co/Fi8dfuJ1nq"
,,21.0,15.0,9.0,15.0,2017.0,35025.0,910885156373721092,en,6624.0,Media Studio,It was a pleasure to have President Ashraf Ghani of Afghanistan with us this morning! #USAatUNGA #UNGA https://t.co/HOEVfnMn14
,,21.0,3.0,9.0,13.0,2017.0,57594.0,910703407555600386,en,11677.0,Twitter for iPhone,"Governor @RicardoRossello- 
We are with you and the people of Puerto Rico. Stay safe! #PRStrong"
,,21.0,1.0,9.0,6.0,2017.0,56322.0,910671525543645185,en,11217.0,Twitter for iPhone,"Senator (Doctor) Bill Cassidy is a class act who really cares about people and their Health(care), he doesn't lie-just wants to help people!"
